img_id,added_objs,removed_objs,changed_objs
34733,vehicle,car,none
33036,vehicle,none,none
31165,person umbrella,none,none
35889,none,none,car
32721,none,kid,none
33903,none,person,person
30885,none,none,man
34902,none,person,none
33881,none,none,car
33851,none,person,none
30995,none,none,person
35543,none,person,none
34610,person,none,person
34825,none,person,none
30710,car person,person,none
33469,car,none,none
33143,person,none,none
34593,none,person,vehicle
30342,car,none,person
30609,person,none,none
33836,person,none,none
34144,none,none,person
33193,none,car,none
33318,none,person,vehicle
35584,none,none,car
33433,none,object,none
35042,none,car,none
35999,none,person,none
32544,none,person,none
31327,none,none,car
33157,none,person,person
33516,none,person,none
33809,none,person,none
32701,person,none,none
35885,none,none,person
31765,none,person,none
35887,car person vehicle,car person vehicle,none
30884,none,none,traffic
34856,none,none,man person
35685,vehicle,none,none
31549,person vehicle,vehicle,none
35742,none,person vehicle,none
31768,none,person,person
34894,car,none,person
34260,none,guy,none
34101,car,none,none
32906,bicycle vehicle vehicle,none,none
32996,none,none,person
33478,person,none,none
31727,none,car person,none
32471,container,none,person
31672,person,none,person
31054,person,person,none
33758,none,none,person
32243,none,person,none
34794,person,none,none
35513,none,none,none
33271,person,person,none
34318,none,person,none
33624,none,person,none
33601,none,person,person
30845,person,none,none
34510,car person,none,none
31533,none,person,none
31269,none,none,car
34677,person vehicle umbrella,none,none
33563,none,none,vehicle
35679,person,none,none
30139,person,none,person car
36010,individual,none,group individual
32340,none,none,person
35556,person,person,none
32506,none,none,car
32990,person,none,person
33187,vehicle,none,none
33077,none,person,none
30148,traffic,none,none
34804,none,person,none
35845,none,none,none
31097,none,none,person
35648,person,none,none
35182,vehicle,none,car
32502,person,person,none
34286,none,none,person
31880,vehicle,none,none
30288,car,car,none
35828,person,car,car
34611,car person,none,person
34548,person,none,none
31945,none,none,car person umbrella
32558,none,none,person
30499,none,vehicle,none
35989,none,none,vehicle
35532,car,car,none
34603,person,none,none
31818,none,none,vehicle
30968,none,none,none
33213,none,person,none
32249,car,none,none
30852,car,none,none
35054,person,none,none
31957,none,person,none
32332,person,none,person
35630,none,man,none
30002,none,person umbrella,none
33949,person,none,none
31638,none,none,none
32858,none,none,person
35963,none,vehicle,none
30184,none,car person,none
31807,none,person,person
30958,car,none,none
30030,person vehicle,none,none
30245,person,person,none
35864,none,person,person
33403,none,vehicle,none
30483,person,none,none
35955,none,none,car
30976,none,car,none
31357,none,none,none
35075,car,none,none
30673,vehicle,car,none
33124,none,person,none
30465,none,none,person
32539,car,none,person
31238,none,none,vehicle
30503,none,car,none
30528,person,none,none
32354,none,none,none
34115,none,car,person
33642,car,pedestrian,none
33282,person,none,none
35377,object,none,person
35494,none,none,none
31562,none,none,none
35560,person,person,none
33089,person,none,car
34631,person vehicle vehicle,person vehicle vehicle,none
33827,person vehicle,none,none
35917,person,person,none
35719,none,person,person vehicle
33653,car,person,none
35464,none,person,person
35504,none,person,none
30764,car,none,person
34698,person,person vehicle,none
31351,car person,none,person
34149,person,person,person
33515,none,person,none
30912,person,person,none
31379,person,car person,person vehicle
34507,person vehicle,person vehicle,none
32533,none,person,none
30624,none,none,person
34557,none,person,none
33656,none,car,none
35831,none,none,car
35058,cart person,none,car
34131,person,car person,person
32407,none,none,vehicle
31609,none,none,traffic
30908,car person,none,none
35074,none,person,none
30103,car,child,none
30480,none,none,car
34021,car person,none,car
34697,none,none,person
30388,none,car,none
34339,car,none,none
35817,man,none,none
30531,container,person,none
34364,none,car,none
34482,vehicle,none,none
35360,none,car person,none
35006,person,none,none
30643,none,none,car
30348,car person,person,none
33102,car person,none,none
30362,none,none,individual
32988,vehicle,none,none
34627,none,none,person
35794,person,none,none
30898,person,none,none
33115,none,person,none
31189,person,person,none
34198,vehicle,vehicle,none
34152,none,person,none
33705,car,none,none
35612,none,car person,none
31961,car,none,person
31707,none,person,person
34938,vehicle,vehicle,none
32066,none,person,none
33529,none,none,guy person
31455,car,none,none
34132,none,none,none
34785,person,none,none
32895,object person,person,none
35103,none,none,traffic
33197,none,none,person vehicle
35921,car person,none,vehicle object
33441,person,none,none
34605,person,person vehicle,car object
33222,car person,none,person
31539,car,person vehicle,none
31044,car,none,person
34567,none,person,none
30577,person,none,none
35227,none,none,person
34843,none,person,person
32689,car,none,person
30333,car,none,none
30559,none,person,none
33131,none,car,none
32626,none,car,none
30972,person,none,none
30501,person,none,none
30278,person,car person,none
31733,none,man,none
35246,vehicle vehicle,none,none
35022,vehicle,none,none
35530,none,none,person
32759,man vehicle,none,none
35454,person vehicle,none,none
34918,none,person,none
35320,person,none,none
35180,person,none,none
35213,none,car,none
30952,person,none,none
33350,person,none,car
33577,none,car person,none
34919,car,person,none
33717,none,none,none
35614,none,none,person vehicle
33692,car,person,none
31484,car,none,none
30524,vehicle,none,none
34437,person,none,person
31476,car,person,none
30135,none,person,none
33868,person,car,none
32751,none,person,none
34023,man,none,none
30428,car,person object,none
34596,none,none,person
34069,none,none,man
34703,person,car person,person
32940,person,none,person
33136,car,none,person
30965,person,none,person
31697,man,none,none
34792,none,none,person
35168,car,none,none
30133,cart person vehicle,none,none
30746,vehicle vehicle,car,person
35582,car person,none,person
30381,none,car,person
32826,person car,none,none
30403,car person,none,none
35625,none,man,none
34099,none,person vehicle,none
32934,person,none,person
30458,person,person,none
32554,car,none,none
33236,person,person,none
35169,person umbrella,none,car
35546,none,person,none
33343,none,person umbrella,none
32106,none,vehicle,none
30108,person,none,none
35336,person,none,none
31243,none,none,person
30984,none,car man,none
31859,car person umbrella,none,none
33169,man,none,man person vehicle
35627,none,person,none
34578,vehicle,none,person
33853,none,none,person vehicle
34527,man,man,none
33774,none,car,none
32830,none,none,object
30069,man,man,none
34110,none,none,person
31240,none,person,none
34392,none,person vehicle,none
31154,individual,vehicle,individual
33839,car,none,none
33323,none,none,person
30087,person,none,car
31023,car,none,person
31485,none,none,car
35060,none,none,guy
34954,none,person,none
30973,person,person,none
31187,none,none,person
32454,none,none,vehicle
32676,person,none,none
31372,none,none,person
32897,none,none,none
31830,case man,none,none
31569,none,person,none
34757,none,person,person
30262,person,none,none
35079,car vehicle,none,person umbrella
34927,person,person vehicle,none
31073,person vehicle,person,none
33253,car,none,none
34212,none,none,person
31734,none,person,none
32269,person vehicle,none,none
32036,man,man,none
35941,cart object,none,vehicle
33331,vehicle,none,none
31977,none,none,guy
32793,person,none,none
30638,none,person,none
32776,none,person,person
31903,none,none,traffic
33104,none,car,none
32829,none,car,none
33585,person,person,none
31008,none,person,none
30641,vehicle,none,none
35575,person,person vehicle,vehicle
33816,vehicle vehicle,none,none
35908,person,none,person vehicle
30211,person,none,none
35750,person,person vehicle,none
31204,none,person,none
32580,none,none,person
30644,person,none,person vehicle
32222,none,person,none
35429,none,person,none
30857,none,individual,none
35282,none,object,none
31752,none,car,none
30814,none,person,none
35775,none,none,car pedestrian
34923,man,man,none
31176,none,none,person
34813,person vehicle,none,none
30174,car person,none,none
30992,none,vehicle,none
35194,none,none,person
31730,none,none,person
33351,car,none,none
34514,car,person,none
32848,none,none,person vehicle
32803,person,none,none
35646,person,vehicle,none
34369,person,car,none
35552,none,person,none
32494,vehicle,car man,none
35051,person,none,person
33600,person,person,none
30791,person,person,none
35186,none,person,none
32417,none,none,car
33798,none,person vehicle,none
31923,none,car,none
33168,person,none,person
33994,person vehicle,none,traffic
32048,vehicle,person object,none
31636,person,none,person
33031,cart person vehicle,none,none
33054,none,person,person
33912,none,car,person
35890,none,person,person
33155,vehicle,vehicle,none
35398,none,none,person
30240,none,person,none
35878,car person,none,none
30761,person,none,person
33966,person,none,none
31022,none,none,person
33370,none,person,person
30434,person,none,person
33503,person,person,car vehicle
34197,person,person car,none
34586,vehicle,person,none
35117,vehicle,person,none
32005,none,none,person
34675,none,person,none
31495,person,none,person
34639,bag cart person,none,none
35420,none,none,vehicle
31370,guy,none,none
34893,person,person,none
32367,person,none,none
30916,none,person object,none
34615,person,person vehicle,none
35754,person vehicle,none,none
31576,none,none,vehicle
32919,none,none,person
35026,person,none,none
32272,man,man,none
33655,person,car,none
34414,vehicle,none,none
31622,person,none,person
34591,none,vehicle,pedestrian
30007,none,none,person
32530,person,none,car
31718,none,none,person
30156,none,vehicle,none
34936,none,none,person
35638,person,none,none
30753,none,none,person
33270,none,none,vehicle
30140,person,none,man
31817,person vehicle,none,none
30806,none,person,none
30896,none,none,vehicle
32553,person vehicle,none,none
31194,none,none,car
34210,person,car,none
35270,none,vehicle,none
34130,vehicle,none,none
32406,none,car,none
34172,man,none,man person
35997,person,none,person
34090,person vehicle,person,none
32325,none,person,person
33150,none,none,person car
35167,none,person,person
33250,none,vehicle,none
30691,person,person object,none
35816,none,none,car
30024,none,person,none
31147,none,none,none
30058,none,man person,none
30918,none,person car,none
31002,car,car,vehicle
32778,vehicle,none,none
35498,none,none,person
33220,person,none,person
34295,none,none,none
30919,person,none,none
34417,person,none,vehicle
35599,car,none,none
31382,none,person,none
34771,none,person,none
33114,person,person,none
34859,none,none,person
30435,person,none,none
31819,vehicle,none,none
30229,none,car,none
31583,person,none,none
32931,none,person,none
34222,none,person,none
33371,person,person,none
33959,none,none,person
32761,none,person object,car
36006,none,person,none
30327,none,none,car
35559,man,none,none
30160,person vehicle,car person,none
34531,none,person,none
34042,none,person,none
32786,none,none,man
31542,person,none,none
31043,person,none,person
33951,person,none,none
34395,none,person,none
31641,person,none,person
33878,man vehicle,none,none
34798,none,none,none
30439,none,none,man
33460,none,car,none
31884,vehicle,person vehicle,none
30158,none,person vehicle,none
30425,none,person,none
33643,none,none,person
34606,car,none,person
33454,none,none,car
34533,none,driver vehicle,stroller
30290,none,person,none
30399,none,person,scooter
31786,none,person,none
30878,none,person,person
33491,person,none,none
32193,none,none,none
32953,man,none,none
32784,person,car,none
33888,none,man,man
33719,none,none,car
35057,person,none,none
32636,person,car,none
30998,person,person,none
32992,none,person,vehicle
34674,none,none,car
31683,none,none,car
30181,none,vehicle,none
33051,person,car,none
33139,none,none,none
33872,none,person,person
35222,person,none,person
33734,none,person,none
34664,none,person,none
35413,vehicle,none,none
34105,person,none,person
35858,none,box man,none
30091,person,none,none
32311,none,none,person
32075,car,none,person
35277,car,none,traffic
32726,none,none,person
33110,person,none,traffic
30023,cart person,none,vehicle
32292,none,person,none
30330,none,none,person
35764,none,person,none
34306,none,none,person
31259,person,none,person vehicle
33626,none,person,none
35813,none,none,none
33581,person,none,none
35314,none,car,none
32933,none,car,none
32175,none,person,none
35620,none,none,person vehicle
31369,none,none,person
30949,none,none,vehicle
35547,none,none,person
33330,car person,none,none
31077,none,person,none
35738,person vehicle,none,none
30213,none,vehicle,none
33303,car,person,none
31505,none,none,car
31589,none,vehicle,none
31016,none,person,person car
31550,none,none,car
35801,none,none,person
31537,person,none,person
32376,none,vehicle,none
31502,object,person,none
34655,person,person,none
35145,none,none,vehicle
33892,none,person,person
34668,none,person,none
33336,none,none,person
34415,person vehicle,vehicle,none
34737,none,none,none
32709,person,none,car
31545,none,man,none
30568,person,none,none
32393,none,none,person
30564,person,none,none
30854,person,person,none
30417,none,none,none
34783,none,none,object person
32619,none,car,none
30022,car,person,none
35479,object person,none,none
34713,person,none,none
33394,man,man,none
35695,none,none,guy
31891,none,none,person
35891,car vehicle,none,none
35295,none,none,car
31543,person,none,none
30100,person,none,none
31910,object,none,vehicle
30977,none,none,person
30266,car,none,none
32610,none,none,man
31425,vehicle,vehicle,none
30907,none,none,person
30050,none,vehicle,none
33553,vehicle,man person,none
34057,person,chair person,none
32103,none,none,none
32481,person pole,none,none
32342,none,person,none
35809,person,none,none
32357,none,none,man person
30185,none,person,car
33152,guy vehicle,none,none
35663,none,person,cart person
32251,none,none,none
30039,none,none,person
35090,none,none,car
35263,none,person,person
34575,person,car,none
30813,car person,none,none
32822,none,none,vehicle
33072,none,car,none
32968,person,none,none
31899,person,none,none
32523,object,none,car
30228,person,none,none
31813,none,none,person
35682,none,person,none
34984,none,person,none
35791,none,none,car
35853,person,none,person
31719,none,guy,none
36005,person,person,person
32156,none,person,none
30542,person,none,person
32270,none,car,none
32748,man,none,man
30864,none,person,car vehicle
32283,person,none,none
33145,none,none,car
33506,none,none,person
33521,car,none,person
36011,none,car,none
35840,none,none,person
31324,person,none,none
30226,car,none,none
31144,none,none,vehicle
34559,none,car,none
32058,person,person,none
35348,none,person vehicle,none
35250,car person,none,none
33814,person,none,none
30440,none,person,vehicle
30786,person,none,none
30709,person,person,none
34939,person,none,person
31949,person,person vehicle vehicle,none
31001,person,none,none
30815,none,car,none
31732,none,person,person
31844,none,car,none
30064,vehicle,none,none
35952,none,car,none
34039,none,none,vehicle
35091,none,person,car
31599,car,person,none
33519,none,vehicle man,none
31792,person,none,vehicle
32299,none,car,none
31014,none,person,none
30351,none,none,man
35515,car person,person,none
35720,none,person,none
31136,person,none,none
35474,person,none,person
31850,none,none,none
33865,none,person,vehicle
30455,person,none,person
33417,car person,none,none
34010,none,guy,none
32264,none,none,none
33088,object,none,none
31914,none,car,person
34440,person,none,none
33895,person,none,none
33129,none,person,none
31412,none,none,vehicle
31666,person,object,none
35305,none,person,none
33119,none,none,person
35692,person,vehicle,none
33277,car,none,person
35765,vehicle,none,none
32862,person,none,none
35352,none,person car,none
33352,none,car,none
33930,none,none,person
35721,person,none,none
30198,vehicle,person,none
32654,none,vehicle,none
31254,person umbrella,none,none
31932,person,none,none
34544,car person,car,none
32178,none,man person,none
30124,none,car,none
32885,car person vehicle,person,none
30162,car vehicle,none,none
31380,none,person,none
35339,none,none,car
30033,none,vehicle,none
31328,person,none,none
34357,person,none,car
31207,none,none,car
32852,car,car,none
32078,none,vehicle,none
34552,car,none,person
33401,none,car,object
32056,person,none,none
33466,none,none,person
35942,car lady umbrella,none,none
33190,person,none,person
35820,none,none,person
34614,none,none,person
35231,vehicle,person,person
34218,none,none,none
32823,none,none,person
30125,none,person,none
32395,none,person,person
33202,none,none,person object
31591,none,person,vehicle object
34723,none,person object,person
31849,none,person,none
35555,person,person,none
33221,man,man,none
35217,car,person,none
32901,car,none,none
30492,none,none,car
32082,none,none,car person
33929,none,none,car
34076,none,none,person
34285,none,vehicle,none
34537,car,person,none
35457,person,none,none
34052,person,none,vehicle
34980,man,none,none
34797,none,person vehicle,none
30665,car person,none,person
30931,none,none,car
30450,none,none,person
30010,person,person,none
33530,none,none,car
35793,none,none,man
32422,object,person,none
32713,car person,none,none
33982,man car,person car,none
32177,none,none,person
33402,person,none,person
35509,person vehicle,none,none
30974,none,none,none
34568,car,car,none
30858,none,none,car
35486,car vehicle,none,car
33608,person,none,none
34714,none,man,none
32529,none,car,none
35489,none,man,car
30217,none,none,man
31557,none,vehicle,none
35244,none,person,none
30307,none,man,none
35484,none,none,person
35897,none,person vehicle,none
30910,person vehicle,none,none
30271,none,person,none
31606,none,none,person
32253,car person umbrella,person,none
32986,none,person,person vehicle
33377,none,person,none
32528,none,person,car
35441,person,none,none
30734,person,none,person vehicle object
34025,person,none,none
35893,car,none,none
32463,person,none,none
35596,none,none,none
31854,none,none,none
31917,car man,none,none
33203,person,none,vehicle
30355,none,person,car
35968,person,none,none
31832,none,car,none
31964,none,person,person
34411,none,car person,none
30988,car,car person,none
31837,none,person,none
34735,none,person,none
31621,none,none,person
35959,car,person,none
32739,person,car person,none
35151,none,person,vehicle
35680,none,none,vehicle
31270,man,man,none
33781,none,none,person
30467,man person,none,none
31156,none,none,car
34891,car guy,guy,none
34529,none,man,none
32642,none,man,none
34532,none,person,none
34047,person,person,none
31598,none,man,none
31724,person,none,none
30636,vehicle,none,none
30844,none,person,none
31687,man,man,none
32500,box guy,none,none
30754,vehicle,none,none
33863,person,none,none
33971,none,none,person
35998,none,none,man
30061,none,car,none
32575,person,none,none
33356,person vehicle,none,none
33697,none,person,none
35662,none,person,car
35249,person vehicle,none,none
32246,none,car,none
32099,none,person,none
35355,person,none,none
35098,none,none,none
33462,car,none,person
30077,none,none,person
31962,none,none,none
30869,none,car,none
30978,none,none,person
31750,none,none,car
35714,none,none,person
33201,none,none,car
35359,car,none,none
31381,person,none,none
32174,none,guy,car
35121,person,none,person
30950,none,person,none
32192,person,vehicle,none
32958,none,car,person
34518,person,none,none
34781,none,none,person
34981,none,none,person
31339,none,person,none
32210,none,person,none
30724,car,none,person
32928,item person,none,none
30951,car,car,none
30369,person,none,none
33793,object person,none,none
32703,none,person,car
35132,none,person,none
34438,none,person sign,none
32655,none,car,none
33974,person,none,none
30460,person,none,none
32960,none,vehicle,none
35035,none,man vehicle,none
35192,none,person vehicle,none
35036,none,none,man
33122,none,person vehicle,none
31958,none,person,person
30375,person,person,none
33871,none,vehicle,person
31337,person,none,car
33308,car,none,person
33943,none,car,none
33333,person,person,none
33048,none,none,person
32834,none,person,none
30489,person,none,vehicle
30614,none,none,car
31348,none,person,none
30301,none,none,man
31646,person,person,none
34281,none,none,person
30770,none,vehicle,none
34957,person umbrella,none,person
30801,person,car woman,none
35102,none,none,car
34693,none,person,person
32273,none,none,car
30153,item,none,none
30729,vehicle,none,none
35865,none,person,none
34420,car,car,none
33434,car,none,none
35643,none,person,vehicle
31984,person,none,car
34014,vehicle,none,none
35675,none,none,none
30554,person,none,person
32328,man vehicle,none,none
31904,none,car person,none
34852,guy vehicle,none,none
30530,person,none,vehicle
31033,none,none,man
32415,none,person,person
30883,none,none,person
34782,person vehicle,person,none
32098,person,person,none
34350,none,none,none
35872,none,person vehicle,none
34484,none,person,person
32482,person,none,none
31371,man,none,none
34841,none,none,car
31624,none,none,car
35153,car,none,none
30994,person vehicle,none,none
30608,person,person,none
33374,person car,none,none
35602,person,none,none
31460,person,person vehicle,none
32882,person vehicle,none,none
30401,person,none,person
34818,person,none,person
31326,none,person,car
34701,none,person vehicle,none
34363,person,none,person
30836,none,none,car
33533,none,none,person
32244,car,none,none
34340,person,none,none
33384,none,person,none
35522,person,none,none
31122,vehicle,none,none
33443,none,person,person
33978,person,none,none
34026,none,car,none
34163,person vehicle,none,none
30504,none,none,person
35216,none,man vehicle,none
35368,none,person,none
32785,none,person,none
34886,none,car,none
33870,person,none,none
35645,none,person,none
34065,none,person car,none
31501,cart person,none,person
32926,none,car person,none
33166,none,person,car
32424,person,none,none
34329,none,none,none
34220,person vehicle,none,none
32817,none,man,none
34803,none,vehicle,none
32979,none,none,person
32598,none,person,person
33750,none,none,person
31410,none,none,person
34176,car,none,none
30533,none,person,person
34908,none,person,none
33612,car,car,person
34998,none,none,person
30328,none,car person,none
35037,none,person,none
31739,none,person,person
31277,none,person,none
34990,none,none,car vehicle
31508,none,person,car
31458,none,person vehicle,none
32257,none,person,none
30689,none,none,person
32314,none,person,none
34127,none,person,none
34111,vehicle,none,none
32039,none,none,none
30959,none,none,vehicle
32144,car person,none,none
31281,object,none,none
30101,none,person,worker
30047,car person,person,none
32564,none,person,person
33000,none,none,none
34379,none,none,car
34788,none,object,none
34983,person,none,none
31574,person,none,person
31755,person,none,none
33578,none,none,car
30268,none,none,person
34182,person,none,person
31104,none,car,none
34019,none,car,none
31487,none,none,car
36007,none,person,none
32037,none,car,none
30300,car person,none,none
35562,none,person,none
31983,none,car,none
32950,none,person,none
30117,none,none,person
31565,person,none,none
32513,person,none,vehicle
35064,none,none,man
35907,person,car person,car
31233,car vehicle,none,person
31079,car,none,person
30703,none,car,none
35521,none,person,vehicle
35974,none,man,none
32807,car person umbrella,vehicle,none
35991,none,none,car
31027,none,person,none
33149,none,car person,person
33880,none,car,none
30469,car person,none,none
32453,person vehicle,none,person
32059,none,car,none
33860,none,person,none
32489,person umbrella,none,none
35715,none,vehicle,none
31759,none,person,car
30822,vehicle,none,none
31480,none,person,none
30028,person,none,none
35308,none,car,none
30575,none,none,person
34667,dog person,person,car person
31438,none,person,none
33495,none,car,none
30451,none,none,none
35623,person,none,person
35600,car person,none,person
31063,none,person,none
34968,none,person,none
32248,none,person car,none
31706,none,none,person
33634,none,car person,none
34081,none,car,none
33741,person,none,person
31823,none,none,man
34583,vehicle,none,none
35763,none,none,vehicle
35595,none,none,person
35372,none,person,none
31989,none,car,none
33704,none,none,person car
33335,car person,none,vehicle
32936,none,none,car
34265,none,none,person
32737,none,none,car vehicle
34971,person,none,none
33755,person,man,none
31827,none,none,car
34289,person,car,none
35142,person,car,none
31968,none,vehicle,none
32121,none,car,none
30936,none,car,none
32033,car,none,none
35154,vehicle person,none,car person object
33144,none,person,vehicle
32226,person,none,car
30436,car,none,none
34666,none,person,none
32364,car,person,none
33559,none,none,car
30543,vehicle,none,none
30817,person,none,person
31978,vehicle,none,none
31088,car,none,none
30123,none,vehicle,none
35078,none,object,none
33329,person,car,car person
33805,none,none,man
34259,car,car,none
30640,person,person car,none
35463,none,person vehicle,person
33876,none,none,person
34377,none,person,person
35162,cart,none,vehicle
34719,none,none,car
30979,none,none,person
33477,vehicle,vehicle,none
33541,none,none,person
35843,person umbrella,none,car
31594,none,none,car
31812,person,none,none
30562,none,none,car
30558,none,none,car
31146,none,vehicle,none
35962,person,vehicle,none
31875,none,person,none
32105,none,car,person
31251,none,none,none
34164,none,person,none
31660,person,person,none
35370,none,car,none
35130,none,none,person
32496,person,person,none
31220,person vehicle,none,none
35652,none,none,person
30020,none,car,person
30386,car,none,car
34617,none,person,none
35204,car,none,none
31405,person,none,none
31762,none,none,car
33217,car,none,none
32801,none,none,car person
30685,person,none,none
33283,person,person,none
30975,person,vehicle,none
32526,person,none,person
30604,none,none,none
34814,car,none,none
34459,car,vehicle,none
30527,man,none,none
35677,person vehicle,none,none
34338,car,none,none
31956,none,none,person
34949,none,none,person
34449,none,none,none
32692,person,none,none
34296,person,person,none
35992,none,none,person
31037,person,person,none
30014,none,person,person
34872,car person,none,person
35069,none,none,person
33492,none,none,none
35344,person,none,none
32795,person,person,none
33163,person,none,person
33744,none,person,person
30731,none,person,none
35253,car person,person,none
31826,person,none,none
33216,person,person,none
34273,none,person,none
34904,none,none,car
34394,none,person,vehicle
31912,car person,none,none
32331,person,person,none
35510,none,none,none
33452,none,none,person
33180,none,man,none
33968,none,person,car
31467,vehicle,none,none
34310,none,none,man
34096,none,none,car man
32297,none,person vehicle,none
30961,child,none,none
34619,none,none,person
33009,none,car,none
33037,vehicle,none,none
30819,none,none,vehicle
32694,none,none,person
32704,none,none,car
30798,vehicle,none,none
34330,none,none,none
30199,none,vehicle,none
30938,none,none,vehicle
33388,person,none,person
31451,none,person,car
31419,person,person,none
32789,box,box,none
30332,none,none,car
33240,none,person vehicle,none
33459,car,none,none
30711,person,none,none
32061,none,vehicle,none
32303,none,car person,none
35184,none,person,none
35376,person,none,person
35949,person,none,none
30872,person,none,none
35329,none,person,none
30739,person,none,none
34434,person,none,none
33699,none,person,none
31882,person,none,none
34504,none,person,none
32947,none,person,car
32464,none,none,guy
30823,none,person,none
36017,none,none,object
31770,person,none,none
35506,person,none,none
32041,none,none,vehicle
32780,none,none,vehicle
35411,person,none,none
33858,none,car,none
30759,none,none,person
33925,none,man,none
32782,none,car,car
30208,car person,person,none
30138,none,person,none
35915,none,person,person
33159,man person,none,none
31835,person,none,none
35238,person,none,person
32289,box object,none,car
31222,none,none,person
32408,none,person,none
32015,person,none,car person
35031,person,none,traffic
36013,none,none,car
35918,person,none,vehicle
32618,none,person,none
30696,none,none,person
33773,car,car person,none
36001,none,person,none
31490,none,none,individual
35512,none,person,vehicle
30846,car,none,person
31421,none,car,none
33934,item,none,none
31909,none,none,person
32551,none,car,none
35129,car,none,none
33884,person,none,none
34060,person vehicle,person vehicle,none
30347,none,car person,none
34062,none,car person,none
35205,none,person,person
33518,none,none,none
31092,person,none,person
31157,person vehicle,vehicle,none
33310,none,person,none
30818,none,none,none
33727,car person,none,none
35485,none,person,none
32184,person,none,none
30566,person,none,none
31336,cart person,none,vehicle
30904,none,car person,none
31436,person,none,none
30018,none,none,vehicle
34254,none,none,man
34477,car,none,none
32029,none,none,vehicle
31057,none,man,none
35166,none,person,person
32052,car,none,car vehicle
34359,none,none,person
32648,person,person,none
34793,none,car,none
33337,none,car,none
30335,person,none,person
31642,none,person,none
33406,none,person,none
30306,none,none,person umbrella
30195,person,person,none
33065,person,none,vehicle
33001,none,none,worker
31464,none,person,none
35278,none,none,car
31444,person,none,none
32492,person,person,none
35669,person,none,none
34784,person,none,person
35418,none,vehicle,none
32009,none,none,car
33309,vehicle,none,none
33583,none,person,none
35046,person,none,none
33400,none,none,car
32678,none,none,person
30363,none,person,none
32102,none,person,none
35767,car man person,person,car
30353,none,none,car
31335,car,none,none
32433,man person,none,car
33185,car,none,none
30505,none,car,none
30520,none,none,vehicle
31138,none,person,none
34114,none,none,traffic
35251,none,man,none
30935,none,none,object
30400,none,none,vehicle
30732,car,none,none
30081,man,none,man
35923,none,guy,person
35931,person,none,none
30172,none,none,car
33615,person,none,none
34689,none,person,none
32432,car man person,none,car
32884,none,person,none
34001,man,man,none
35208,none,vehicle,none
30176,none,person,none
35501,car,none,none
34238,none,person,none
35400,individual,individual,none
34293,none,man,none
31051,none,man,none
32754,person,person,none
33620,none,person,none
34945,person car,none,none
30190,none,person,person
32924,none,person,none
31811,person,none,person
33931,none,none,car
32645,none,none,car
32004,none,none,person
34073,car,none,none
33628,none,person,person
33625,none,person,person
35345,car person,none,none
35581,none,person vehicle,none
31986,none,none,man
31966,person,car person,none
32151,none,car,none
31608,none,man,none
32861,none,none,car man
33353,none,car person,none
34243,car,none,none
35195,none,none,person
30741,none,none,man
35713,none,none,person
33573,none,car,none
35087,person,person,none
33334,person,none,vehicle
33695,none,none,none
33568,vehicle,person umbrella,none
32436,none,none,car
34899,man,man person,none
35916,none,car person,none
30487,none,none,person
32567,none,vehicle vehicle,person
33691,none,none,car
30874,none,person vehicle,none
33950,bag cart person,none,none
30655,person,none,none
32006,none,person,car
31905,none,man,none
35833,none,person,none
31296,none,none,object
31566,none,none,vehicle
31507,none,car,none
31261,none,car,none
32465,person,none,none
33340,man person,none,man
32612,none,none,man
34386,none,none,car
34207,luggage,none,none
33101,none,person,none
32153,man person,none,man person
35306,none,person,none
33831,none,none,person
33866,none,none,baby
32474,car,car,none
33772,none,none,car
34965,vehicle,none,none
35236,person,person,none
30277,none,none,car
35312,none,none,person
34686,none,man,none
34213,cart object,none,vehicle
35328,person,none,none
30447,none,none,person
33266,none,none,person
30194,car person,person,none
33233,person,woman,car man
33481,object,none,person vehicle
31338,none,car,none
35846,none,car,none
30367,none,car,none
30586,none,person,traffic
35134,none,none,none
31404,none,none,person
30893,none,none,none
33926,none,person,none
33551,none,none,person
33897,person,none,none
35717,none,person,car
32199,none,man,none
30906,none,car,none
30253,person,none,person
34442,none,man,none
30364,none,person,none
30166,person vehicle,person vehicle,none
33128,person vehicle,none,none
33869,none,man,car man
30887,none,none,person
30690,none,person,vehicle
33953,none,none,none
32391,none,none,car
32913,object,person,vehicle
34383,none,none,person
33103,person,man,none
35514,none,none,man
32409,vehicle,none,none
31046,none,none,none
35068,none,none,person
34651,person,none,person
33440,none,person,none
30295,none,person,none
34641,none,none,person
31506,none,none,vehicle
31319,none,none,car
35654,none,person,none
32339,person,none,traffic
35946,none,person,none
34064,none,person,none
30573,car vehicle,car,none
35837,man,man person,none
33882,none,none,car
35155,none,none,car
35976,none,car person,none
31400,vehicle,none,none
34483,car,car vehicle,none
35333,none,object,none
35747,none,car,none
33584,man person,man,none
33611,none,none,vehicle vehicle
34250,person,none,car
30079,car person,none,none
30177,none,none,car person
31736,car person,none,none
34242,none,car person,none
35863,none,person,none
35947,car,none,none
30721,none,person,person
34291,none,vehicle,none
30944,vehicle,none,none
34463,car,car person,none
34382,car person,none,none
32468,person,person,none
30799,man vehicle,car,none
35138,car,car,none
32715,car,car,none
34512,person,none,car
33681,person,none,none
31215,car person,none,none
34961,car,vehicle,none
30862,car,car,none
30219,vehicle,vehicle,none
34584,person,none,car
